20.2.2.1. A 15–74 éves népesség gazdasági aktivitása, megye és régió szerint, negyedévente;;;;;;;;;;
Területi egység neve;Területi egység szintje;Foglalkoztatottak, ezer fõ;Munkanélküliek, ezer fõ;Gazdaságilag aktívak, ezer fõ;Gazdaságilag nem aktívak, ezer fõ;15–74 éves népesség, ezer fõ;Ebbõl: Potenciális munkaerõ-tartalék, ezer fõ;Aktivitási arány, %;Munkanélküliségi ráta, %;Foglalkoztatási ráta, %
Somogy;megye;114,5;11,4;125,9;105,8;231,7;23,9;54,3;9,1;49,4
Tolna;megye;96,2;1,6;97,7;70,5;168,2;5,4;58,1;1,6;57,2
Dél-Dunántúl;régió;370,1;26,7;396,8;279,6;676,4;48,3;58,7;6,7;54,7
Dunántúl;nagyrégió;1 383,8;47,0;1 430,8;815,7;2 246,5;90,9;63,7;3,3;61,6
Borsod-Abaúj-Zemplén;megye;273,1;13,4;286,5;200,3;486,7;34,6;58,9;4,7;56,1
Heves;megye;127,6;4,7;132,3;90,4;222,8;10,8;59,4;3,6;57,3
Nógrád;megye;85,3;6,6;91,9;54,1;146,0;9,9;63,0;7,2;58,4
Észak-Magyarország;régió;485,9;24,7;510,7;344,8;855,5;55,3;59,7;4,8;56,8
Hajdú-Bihar;megye;237,7;12,4;250,1;151,5;401,6;23,8;62,3;5,0;59,2
Jász-Nagykun-Szolnok;megye;164,0;7,3;171,4;108,9;280,3;13,7;61,1;4,3;58,5
Szabolcs-Szatmár-Bereg;megye;250,0;24,8;274,8;153,6;428,3;37,8;64,1;9,0;58,4
Észak-Alföld;régió;651,7;44,6;696,3;414,0;1 110,2;75,3;62,7;6,4;58,7
Bács-Kiskun;megye;235,5;7,5;243,1;142,8;385,8;12,7;63,0;3,1;61,1
Békés;megye;151,2;7,5;158,7;98,8;257,5;12,9;61,6;4,8;58,7
Csongrád-Csanád;megye;184,3;5,1;189,4;114,8;304,3;8,0;62,3;2,7;60,6
Dél-Alföld;régió;571,0;20,2;591,2;356,4;947,6;33,6;62,4;3,4;60,3
Alföld és Észak;nagyrégió;1 708,7;89,5;1 798,2;1 115,2;2 913,3;164,2;61,7;5,0;58,6
Összesen;ország;4 570,6;177,8;4 748,3;2 688,1;7 436,4;324,8;63,9;3,7;61,5
2018. II. negyedév;;;;;;;;;;
Budapest;fõváros, régió;867,7;25,2;893,0;424,1;1 317,0;47,1;67,8;2,8;65,9
Pest;megye, régió;611,8;12,1;623,9;338,7;962,7;27,7;64,8;1,9;63,6
Közép-Magyarország;nagyrégió;1 479,6;37,3;1 516,9;762,8;2 279,7;74,8;66,5;2,5;64,9
Fejér;megye;203,3;5,6;209,0;112,2;321,2;10,0;65,1;2,7;63,3
Komárom-Esztergom;megye;149,9;2,9;152,8;76,2;229,0;7,9;66,7;1,9;65,4
Veszprém;megye;164,6;3,2;167,7;92,7;260,5;4,7;64,4;1,9;63,2
Közép-Dunántúl;régió;517,8;11,8;529,5;281,2;810,7;22,7;65,3;2,2;63,9
Gyõr-Moson-Sopron;megye;240,0;2,9;242,9;112,3;355,2;7,0;68,4;1,2;67,6
Vas;megye;129,0;2,5;131,6;65,7;197,3;6,2;66,7;1,9;65,4
Zala;megye;130,5;2,4;132,9;76,3;209,2;6,5;63,5;1,8;62,4
Nyugat-Dunántúl;régió;499,5;7,9;507,4;254,3;761,7;19,6;66,6;1,6;65,6
Baranya;megye;162,0;12,6;174,6;101,5;276,1;18,6;63,2;7,2;58,7
Somogy;megye;124,5;8,3;132,8;98,2;231,0;14,6;57,5;6,2;53,9
Tolna;megye;95,4;2,2;97,6;70,2;167,8;6,1;58,2;2,2;56,9
Dél-Dunántúl;régió;382,0;23,1;405,0;269,9;674,9;39,3;60,0;5,7;56,6
Dunántúl;nagyrégió;1 399,3;42,7;1 442,0;805,3;2 247,3;81,5;64,2;3,0;62,3
Borsod-Abaúj-Zemplén;megye;276,2;15,1;291,4;194,2;485,6;34,0;60,0;5,2;56,9
Heves;megye;132,4;2,2;134,6;88,0;222,6;8,2;60,5;1,7;59,5
Nógrád;megye;87,8;6,8;94,6;51,1;145,7;10,6;64,9;7,2;60,3
Észak-Magyarország;régió;496,4;24,1;520,6;333,3;853,9;52,8;61,0;4,6;58,1
Hajdú-Bihar;megye;239,9;12,2;252,1;149,4;401,5;23,1;62,8;4,8;59,8
Jász-Nagykun-Szolnok;megye;165,8;7,6;173,4;106,7;280,0;13,3;61,9;4,4;59,2
Szabolcs-Szatmár-Bereg;megye;253,5;23,8;277,3;149,8;427,1;33,8;64,9;8,6;59,4
Észak-Alföld;régió;659,2;43,5;702,8;405,8;1 108,6;70,3;63,4;6,2;59,5
Bács-Kiskun;megye;236,2;6,5;242,7;142,8;385,5;12,9;63,0;2,7;61,3
Békés;megye;155,2;5,1;160,3;96,6;256,9;11,4;62,4;3,2;60,4
Csongrád-Csanád;megye;181,1;5,8;186,8;117,5;304,4;10,0;61,4;3,1;59,5
Dél-Alföld;régió;572,5;17,4;589,8;356,9;946,7;34,4;62,3;2,9;60,5
Alföld és Észak;nagyrégió;1 728,1;85,0;1 813,1;1 096,1;2 909,2;157,4;62,3;4,7;59,4
Összesen;ország;4 606,9;165,0;4 772,0;2 664,2;7 436,2;313,8;64,2;3,5;62,0
2018. III. negyedév;;;;;;;;;;
Budapest;fõváros, régió;865,0;30,7;895,6;419,3;1 315,0;51,1;68,1;3,4;65,8
Pest;megye, régió;616,2;16,8;633,0;332,2;965,2;29,5;65,6;2,7;63,8
Közép-Magyarország;nagyrégió;1 481,2;47,4;1 528,6;751,6;2 280,2;80,6;67,0;3,1;65,0
Fejér;megye;209,8;4,6;214,3;107,2;321,6;7,3;66,7;2,1;65,2
Komárom-Esztergom;megye;149,3;2,8;152,1;76,9;229,0;6,7;66,4;1,8;65,2
Veszprém;megye;163,4;2,5;165,9;94,4;260,3;4,1;63,7;1,5;62,8
Közép-Dunántúl;régió;522,5;9,9;532,4;278,5;810,9;18,1;65,7;1,9;64,4
Gyõr-Moson-Sopron;megye;235,1;4,3;239,4;117,1;356,5;7,3;67,2;1,8;66,0
Vas;megye;128,7;4,5;133,2;64,1;197,3;6,2;67,5;3,4;65,3
Zala;megye;129,4;3,2;132,6;76,3;208,9;6,9;63,5;2,4;61,9
Nyugat-Dunántúl;régió;493,2;12,0;505,2;257,4;762,6;20,3;66,2;2,4;64,7
Baranya;megye;165,2;8,9;174,1;101,7;275,8;14,1;63,1;5,1;59,9
Somogy;megye;129,8;5,8;135,6;94,9;230,6;14,7;58,8;4,3;56,3
Tolna;megye;96,3;2,9;99,2;68,1;167,3;6,4;59,3;2,9;57,5
Dél-Dunántúl;régió;391,3;17,6;408,9;264,8;673,7;35,2;60,7;4,3;58,1
Dunántúl;nagyrégió;1 407,0;39,5;1 446,5;800,7;2 247,2;73,6;64,4;2,7;62,6
Borsod-Abaúj-Zemplén;megye;278,3;15,4;293,8;190,7;484,5;35,9;60,6;5,3;57,5
Heves;megye;135,9;2,6;138,5;83,8;222,3;7,5;62,3;1,9;61,1
Nógrád;megye;87,2;5,9;93,1;52,2;145,3;9,7;64,1;6,4;60,0
Észak-Magyarország;régió;501,4;24,0;525,4;326,7;852,1;53,1;61,7;4,6;58,8
Hajdú-Bihar;megye;243,5;15,8;259,2;142,0;401,2;24,7;64,6;6,1;60,7
Jász-Nagykun-Szolnok;megye;166,2;8,6;174,8;104,8;279,7;15,3;62,5;4,9;59,4
Szabolcs-Szatmár-Bereg;megye;248,2;23,1;271,3;154,9;426,2;37,3;63,7;8,5;58,2
Észak-Alföld;régió;657,9;47,5;705,3;401,8;1 107,1;77,3;63,7;6,7;59,4
Bács-Kiskun;megye;239,0;6,3;245,2;139,6;384,8;11,5;63,7;2,6;62,1
Békés;megye;155,2;8,2;163,4;92,6;256,0;10,9;63,8;5,0;60,6
Csongrád-Csanád;megye;185,7;5,3;191,1;113,1;304,2;7,9;62,8;2,8;61,1
Dél-Alföld;régió;579,9;19,8;599,7;345,3;945,0;30,4;63,5;3,3;61,4
Alföld és Észak;nagyrégió;1 739,2;91,2;1 830,5;1 073,8;2 904,3;160,7;63,0;5,0;59,9
Összesen;ország;4 627,4;178,2;4 805,6;2 626,1;7 431,8;314,9;64,7;3,7;62,3
2018. IV. negyedév;;;;;;;;;;
Budapest;fõváros, régió;862,6;20,1;882,7;430,7;1 313,4;39,0;67,2;2,3;65,7
Pest;megye, régió;628,0;14,2;642,1;325,9;968,0;27,0;66,3;2,2;64,9
Közép-Magyarország;nagyrégió;1 490,6;34,3;1 524,8;756,6;2 281,4;66,0;66,8;2,2;65,3
Fejér;megye;206,6;6,0;212,6;108,8;321,4;9,7;66,1;2,8;64,3
Komárom-Esztergom;megye;146,9;2,5;149,4;79,5;228,8;6,5;65,3;1,7;64,2
Veszprém;megye;160,8;3,3;164,1;96,0;260,0;6,3;63,1;2,0;61,8
Közép-Dunántúl;régió;514,3;11,8;526,1;284,2;810,3;22,5;64,9;2,2;63,5
Gyõr-Moson-Sopron;megye;235,9;3,0;238,8;118,7;357,6;8,9;66,8;1,2;66,0
Vas;megye;130,1;4,0;134,1;63,3;197,3;6,7;67,9;3,0;65,9
Zala;megye;127,9;3,9;131,8;76,5;208,3;5,7;63,3;3,0;61,4
Nyugat-Dunántúl;régió;493,9;10,9;504,7;258,4;763,2;21,2;66,1;2,2;64,7
Baranya;megye;165,3;12,4;177,6;97,8;275,4;18,6;64,5;7,0;60,0
Somogy;megye;122,7;6,6;129,3;100,5;229,8;16,7;56,3;5,1;53,4
Tolna;megye;96,4;1,9;98,4;68,4;166,8;6,4;59,0;2,0;57,8
Dél-Dunántúl;régió;384,4;20,9;405,3;266,7;672,0;41,8;60,3;5,2;57,2
Dunántúl;nagyrégió;1 392,5;43,6;1 436,1;809,4;2 245,5;85,5;64,0;3,0;62,0
Borsod-Abaúj-Zemplén;megye;273,9;14,9;288,7;194,1;482,8;34,9;59,8;5,2;56,7
Heves;megye;133,6;3,4;137,0;84,9;221,9;9,9;61,7;2,5;60,2
Nógrád;megye;89,3;4,8;94,2;50,8;145,0;8,7;65,0;5,1;61,6
Észak-Magyarország;régió;496,8;23,2;519,9;329,8;849,7;53,5;61,2;4,5;58,5
Hajdú-Bihar;megye;241,5;15,3;256,8;143,8;400,6;23,3;64,1;6,0;60,3
Jász-Nagykun-Szolnok;megye;168,0;7,2;175,2;103,9;279,1;13,8;62,8;4,1;60,2
Szabolcs-Szatmár-Bereg;megye;249,4;23,2;272,6;152,6;425,2;35,6;64,1;8,5;58,7
Észak-Alföld;régió;658,9;45,7;704,6;400,3;1 104,9;72,7;63,8;6,5;59,6
Bács-Kiskun;megye;240,1;5,9;246,0;138,0;384,0;10,7;64,1;2,4;62,5
Békés;megye;154,6;8,3;162,9;92,1;255,0;11,3;63,9;5,1;60,6
Csongrád-Csanád;megye;187,1;5,4;192,5;111,3;303,8;8,5;63,4;2,8;61,6
Dél-Alföld;régió;581,7;19,7;601,4;341,4;942,8;30,5;63,8;3,3;61,7
Alföld és Észak;nagyrégió;1 737,5;88,5;1 826,0;1 071,5;2 897,4;156,8;63,0;4,8;60,0
Összesen;ország;4 620,6;166,3;4 786,9;2 637,4;7 424,3;308,3;64,5;3,5;62,2
2019. I. negyedév;;;;;;;;;;
Budapest;fõváros, régió;869,5;22,3;891,7;421,5;1 313,2;35,6;67,9;2,5;66,2
Pest;megye, régió;629,5;15,4;644,9;325,8;970,7;26,8;66,4;2,4;64,9
Közép-Magyarország;nagyrégió;1 499,0;37,6;1 536,6;747,3;2 283,9;62,4;67,3;2,4;65,6
Fejér;megye;211,2;6,7;217,9;104,0;321,9;10,4;67,7;3,1;65,6
Komárom-Esztergom;megye;146,3;3,2;149,6;79,8;229,4;6,8;65,2;2,2;63,8
Veszprém;megye;162,3;1,3;163,7;96,4;260,0;4,3;62,9;0,8;62,4
Közép-Dunántúl;régió;519,9;11,3;531,1;280,2;811,3;21,6;65,5;2,1;64,1
Gyõr-Moson-Sopron;megye;235,2;3,6;238,7;119,7;358,4;9,0;66,6;1,5;65,6
Vas;megye;128,4;4,0;132,4;64,8;197,2;6,5;67,1;3,0;65,1
Zala;megye;130,8;2,8;133,6;74,3;207,9;5,0;64,3;2,1;62,9
Nyugat-Dunántúl;régió;494,4;10,3;504,7;258,8;763,6;20,4;66,1;2,0;64,8
Baranya;megye;164,3;11,3;175,6;98,5;274,1;17,9;64,1;6,4;59,9
Somogy;megye;125,3;4,0;129,3;100,1;229,4;15,9;56,4;3,1;54,6
Tolna;megye;95,6;3,1;98,7;67,9;166,5;8,5;59,2;3,1;57,4
Dél-Dunántúl;régió;385,2;18,4;403,6;266,4;670,0;42,3;60,2;4,6;57,5
Dunántúl;nagyrégió;1 399,5;39,9;1 439,4;805,5;2 244,9;84,3;64,1;2,8;62,3
Borsod-Abaúj-Zemplén;megye;275,1;13,6;288,7;192,9;481,7;32,9;59,9;4,7;57,1
Heves;megye;133,1;3,1;136,2;85,5;221,7;9,3;61,4;2,2;60,1
Nógrád;megye;86,0;6,2;92,2;52,5;144,6;11,2;63,7;6,7;59,5
Észak-Magyarország;régió;494,2;22,8;517,1;330,9;848,0;53,4;61,0;4,4;58,3
Hajdú-Bihar;megye;242,4;11,7;254,1;145,8;399,9;21,2;63,5;4,6;60,6
Jász-Nagykun-Szolnok;megye;168,7;9,5;178,2;100,7;278,9;16,0;63,9;5,3;60,5
Szabolcs-Szatmár-Bereg;megye;246,5;23,6;270,2;153,4;423,5;35,2;63,8;8,8;58,2
Észak-Alföld;régió;657,6;44,8;702,4;399,9;1 102,3;72,3;63,7;6,4;59,7
Bács-Kiskun;megye;244,3;5,0;249,4;134,1;383,5;10,3;65,0;2,0;63,7
Békés;megye;152,0;10,0;162,0;92,2;254,2;13,2;63,7;6,2;59,8
Csongrád-Csanád;megye;184,3;4,8;189,0;114,3;303,3;6,5;62,3;2,5;60,8
Dél-Alföld;régió;580,6;19,8;600,4;340,6;941,0;29,9;63,8;3,3;61,7
Alföld és Észak;nagyrégió;1 732,5;87,4;1 819,9;1 071,3;2 891,2;155,7;62,9;4,8;59,9
Összesen;ország;4 631,0;165,0;4 796,0;2 624,1;7 420,0;302,3;64,6;3,4;62,4
2019. II. negyedév;;;;;;;;;;
Budapest;fõváros, régió;868,8;19,7;888,5;427,2;1 315,7;35,1;67,5;2,2;66,0
Pest;megye, régió;631,8;15,5;647,3;326,2;973,5;29,4;66,5;2,4;64,9
Közép-Magyarország;nagyrégió;1 500,6;35,2;1 535,8;753,4;2 289,3;64,4;67,1;2,3;65,6
Fejér;megye;212,3;5,1;217,4;105,0;322,4;9,6;67,4;2,4;65,8
Komárom-Esztergom;megye;146,0;2,6;148,6;81,8;230,4;5,9;64,5;1,7;63,4
Veszprém;megye;162,4;1,7;164,2;96,1;260,3;5,3;63,1;1,0;62,4
Közép-Dunántúl;régió;520,7;9,4;530,1;283,0;813,1;20,8;65,2;1,8;64,0
Gyõr-Moson-Sopron;megye;242,4;1,8;244,2;115,5;359,7;4,4;67,9;0,7;67,4
Vas;megye;131,7;3,2;135,0;62,3;197,2;4,5;68,4;2,4;66,8
Zala;megye;130,9;3,3;134,2;73,3;207,5;5,5;64,7;2,5;63,1
Nyugat-Dunántúl;régió;505,0;8,4;513,4;251,1;764,5;14,3;67,2;1,6;66,1
Baranya;megye;163,2;10,2;173,4;99,6;273,0;17,9;63,5;5,9;59,8
Somogy;megye;122,5;5,2;127,7;101,3;229,0;16,2;55,8;4,1;53,5
Tolna;megye;97,3;2,3;99,6;66,6;166,1;7,2;59,9;2,3;58,5
Dél-Dunántúl;régió;382,9;17,8;400,7;267,5;668,2;41,3;60,0;4,4;57,3
Dunántúl;nagyrégió;1 408,7;35,6;1 444,2;801,5;2 245,7;76,4;64,3;2,5;62,7
Borsod-Abaúj-Zemplén;megye;278,3;13,7;292,0;188,4;480,4;34,7;60,8;4,7;57,9
Heves;megye;133,6;3,9;137,5;84,1;221,6;10,4;62,0;2,8;60,3
Nógrád;megye;83,0;6,6;89,6;54,7;144,3;10,4;62,1;7,4;57,5
Észak-Magyarország;régió;494,9;24,2;519,1;327,3;846,4;55,5;61,3;4,7;58,5
Hajdú-Bihar;megye;243,0;12,7;255,7;143,6;399,3;22,7;64,0;5,0;60,9
Jász-Nagykun-Szolnok;megye;169,5;8,4;177,9;100,8;278,7;16,7;63,8;4,7;60,8
Szabolcs-Szatmár-Bereg;megye;250,2;22,5;272,7;149,6;422,2;33,1;64,6;8,2;59,3
Észak-Alföld;régió;662,7;43,6;706,3;394,0;1 100,3;72,5;64,2;6,2;60,2
Bács-Kiskun;megye;237,2;6,4;243,6;139,7;383,3;12,5;63,6;2,6;61,9
Békés;megye;152,4;6,9;159,4;94,0;253,4;10,5;62,9;4,3;60,2
Csongrád-Csanád;megye;186,6;3,3;189,9;113,2;303,1;5,5;62,7;1,7;61,6
Dél-Alföld;régió;576,2;16,6;592,8;346,9;939,7;28,5;63,1;2,8;61,3
Alföld és Észak;nagyrégió;1 733,8;84,4;1 818,2;1 068,1;2 886,3;156,5;63,0;4,6;60,1
Összesen;ország;4 643,1;155,2;4 798,3;2 623,0;7 421,3;297,4;64,7;3,2;62,6
2019. III. negyedév;;;;;;;;;;
Budapest;fõváros, régió;875,0;18,4;893,4;422,5;1 315,9;36,6;67,9;2,1;66,5
Pest;megye, régió;640,6;17,8;658,4;317,8;976,1;35,5;67,4;2,7;65,6
Közép-Magyarország;nagyrégió;1 515,6;36,2;1 551,8;740,3;2 292,0;72,0;67,7;2,3;66,1
Fejér;megye;209,3;6,1;215,4;107,5;322,9;10,8;66,7;2,8;64,8
Komárom-Esztergom;megye;148,4;1,7;150,1;80,9;231,0;3,8;65,0;1,1;64,2
Veszprém;megye;164,8;2,0;166,8;93,6;260,5;4,5;64,0;1,2;63,3
Közép-Dunántúl;régió;522,5;9,8;532,3;282,1;814,4;19,1;65,4;1,8;64,2
Gyõr-Moson-Sopron;megye;243,2;2,7;245,9;114,8;360,8;7,0;68,2;1,1;67,4
Vas;megye;130,7;3,3;134,0;63,3;197,3;4,2;67,9;2,4;66,3
Zala;megye;132,2;2,6;134,8;72,4;207,2;6,1;65,1;1,9;63,8
Nyugat-Dunántúl;régió;506,1;8,6;514,7;250,5;765,2;17,4;67,3;1,7;66,1
Baranya;megye;158,6;9,7;168,3;104,1;272,4;16,2;61,8;5,8;58,2
Somogy;megye;125,7;4,5;130,2;98,5;228,7;11,7;56,9;3,4;55,0
Tolna;megye;98,4;3,4;101,8;63,9;165,7;6,0;61,4;3,3;59,4
Dél-Dunántúl;régió;382,8;17,5;400,3;266,5;666,8;33,8;60,0;4,4;57,4
Dunántúl;nagyrégió;1 411,4;35,9;1 447,3;799,0;2 246,4;70,3;64,4;2,5;62,8
Borsod-Abaúj-Zemplén;megye;278,2;12,6;290,8;188,3;479,1;31,6;60,7;4,3;58,1
Heves;megye;135,3;3,4;138,7;82,8;221,5;8,5;62,6;2,5;61,1
Nógrád;megye;81,4;6,4;87,7;56,3;144,1;12,0;60,9;7,3;56,5
Észak-Magyarország;régió;494,9;22,4;517,3;327,4;844,6;52,1;61,2;4,3;58,6
Hajdú-Bihar;megye;238,7;11,0;249,7;149,1;398,8;23,3;62,6;4,4;59,8
Jász-Nagykun-Szolnok;megye;165,8;14,0;179,8;98,6;278,5;21,2;64,6;7,8;59,6
Szabolcs-Szatmár-Bereg;megye;250,0;19,8;269,8;151,5;421,3;30,3;64,0;7,4;59,3
Észak-Alföld;régió;654,5;44,9;699,3;399,2;1 098,6;74,8;63,7;6,4;59,6
Bács-Kiskun;megye;240,1;8,2;248,3;134,5;382,8;14,0;64,9;3,3;62,7
Békés;megye;151,6;10,9;162,6;90,0;252,5;14,5;64,4;6,7;60,0
Csongrád-Csanád;megye;186,2;3,8;190,0;112,8;302,8;6,2;62,8;2,0;61,5
Dél-Alföld;régió;577,8;23,0;600,8;337,3;938,1;34,7;64,0;3,8;61,6
Alföld és Észak;nagyrégió;1 727,2;90,3;1 817,5;1 063,9;2 881,3;161,6;63,1;5,0;59,9
Összesen;ország;4 654,2;162,4;4 816,6;2 603,2;7 419,8;303,9;64,9;3,4;62,7
2019. IV. negyedév;;;;;;;;;;
Budapest;fõváros, régió;884,1;23,6;907,8;407,4;1 315,1;42,8;69,0;2,6;67,2
Pest;megye, régió;644,7;11,4;656,1;322,5;978,6;23,6;67,0;1,7;65,9
Közép-Magyarország;nagyrégió;1 528,9;35,0;1 563,9;729,9;2 293,8;66,4;68,2;2,2;66,7
Fejér;megye;206,8;5,0;211,9;111,2;323,1;11,3;65,6;2,4;64,0
Komárom-Esztergom;megye;144,5;1,6;146,1;85,2;231,4;4,3;63,2;1,1;62,5
Veszprém;megye;166,3;3,2;169,5;91,0;260,5;5,6;65,1;1,9;63,8
Közép-Dunántúl;régió;517,7;9,8;527,5;287,5;814,9;21,2;64,7;1,9;63,5
Gyõr-Moson-Sopron;megye;244,7;2,8;247,5;114,1;361,6;5,0;68,5;1,1;67,7
Vas;megye;131,9;2,6;134,5;62,8;197,3;4,1;68,2;1,9;66,9
Zala;megye;130,1;2,5;132,6;74,2;206,8;4,3;64,1;1,9;62,9
Nyugat-Dunántúl;régió;506,7;7,9;514,7;251,0;765,7;13,4;67,2;1,5;66,2
Baranya;megye;153,5;12,8;166,3;105,5;271,8;19,4;61,2;7,7;56,5
Somogy;megye;123,2;4,9;128,1;100,2;228,3;12,8;56,1;3,8;54,0
Tolna;megye;97,9;3,4;101,3;63,9;165,2;6,5;61,3;3,4;59,2
Dél-Dunántúl;régió;374,5;21,1;395,7;269,6;665,3;38,7;59,5;5,3;56,3
Dunántúl;nagyrégió;1 398,9;38,9;1 437,8;808,1;2 245,9;73,3;64,0;2,7;62,3
Borsod-Abaúj-Zemplén;megye;279,6;10,2;289,8;187,9;477,7;30,0;60,7;3,5;58,5
Heves;megye;135,0;3,8;138,8;82,4;221,3;8,8;62,7;2,8;61,0
Nógrád;megye;83,0;5,3;88,3;55,5;143,8;11,2;61,4;6,0;57,8
Észak-Magyarország;régió;497,6;19,3;516,9;325,8;842,7;50,1;61,3;3,7;59,1
Hajdú-Bihar;megye;240,0;9,6;249,6;148,6;398,2;19,3;62,7;3,8;60,3
Jász-Nagykun-Szolnok;megye;167,9;8,4;176,3;101,7;278,0;17,0;63,4;4,7;60,4
Szabolcs-Szatmár-Bereg;megye;243,0;20,5;263,4;156,7;420,2;31,1;62,7;7,8;57,8
Észak-Alföld;régió;650,9;38,4;689,4;407,0;1 096,3;67,4;62,9;5,6;59,4
Bács-Kiskun;megye;237,7;8,8;246,6;135,7;382,2;14,6;64,5;3,6;62,2
Békés;megye;151,4;8,0;159,5;92,2;251,6;11,5;63,4;5,0;60,2
Csongrád-Csanád;megye;184,5;4,7;189,1;113,4;302,5;8,4;62,5;2,5;61,0
Dél-Alföld;régió;573,6;21,5;595,1;341,2;936,3;34,6;63,6;3,6;61,3
Alföld és Észak;nagyrégió;1 722,1;79,3;1 801,4;1 074,0;2 875,3;152,1;62,6;4,4;59,9
Összesen;ország;4 649,9;153,1;4 803,1;2 611,9;7 415,0;291,8;64,8;3,2;62,7
2020. I. negyedév;;;;;;;;;;
Budapest;fõváros, régió;879,0;22,4;901,4;411,5;1 312,9;37,3;68,7;2,5;66,9
Pest;megye, régió;642,1;16,2;658,3;324,1;982,4;28,0;67,0;2,5;65,4
Közép-Magyarország;nagyrégió;1 521,1;38,6;1 559,7;735,6;2 295,3;65,3;68,0;2,5;66,3
Fejér;megye;208,0;3,2;211,2;111,8;323,0;11,4;65,4;1,5;64,4
Komárom-Esztergom;megye;145,0;4,3;149,3;82,3;231,6;6,2;64,5;2,9;62,6
Veszprém;megye;163,9;4,2;168,1;92,2;260,3;6,3;64,6;2,5;63,0
Közép-Dunántúl;régió;516,9;11,7;528,6;286,3;814,8;23,9;64,9;2,2;63,4
Gyõr-Moson-Sopron;megye;245,2;1,8;247,0;115,4;362,4;7,0;68,2;0,7;67,7
Vas;megye;130,7;1,7;132,4;64,9;197,3;3,7;67,1;1,3;66,2
Zala;megye;129,1;3,9;133,0;73,5;206,5;6,9;64,4;2,9;62,5
Nyugat-Dunántúl;régió;505,0;7,4;512,4;253,8;766,1;17,6;66,9;1,4;65,9
Baranya;megye;149,5;14,8;164,3;107,7;272,0;23,1;60,4;9,0;55,0
Somogy;megye;116,6;6,3;122,9;105,1;228,1;18,3;53,9;5,2;51,1
Tolna;megye;97,7;2,3;100,0;64,7;164,7;6,3;60,7;2,3;59,3
Dél-Dunántúl;régió;363,8;23,4;387,2;277,5;664,8;47,7;58,3;6,0;54,7
Dunántúl;nagyrégió;1 385,6;42,5;1 428,2;817,6;2 245,7;89,2;63,6;3,0;61,7
Borsod-Abaúj-Zemplén;megye;273,2;12,3;285,5;191,0;476,5;35,6;59,9;4,3;57,3
Heves;megye;132,4;2,8;135,3;85,4;220,6;11,7;61,3;2,1;60,0
Nógrád;megye;81,2;6,5;87,7;55,9;143,6;13,1;61,1;7,4;56,6
Észak-Magyarország;régió;486,9;21,6;508,5;332,2;840,7;60,3;60,5;4,3;57,9
Hajdú-Bihar;megye;243,8;10,4;254,2;144,1;398,2;26,2;63,8;4,1;61,2
Jász-Nagykun-Szolnok;megye;154,4;13,8;168,2;108,5;276,7;22,3;60,8;8,2;55,8
Szabolcs-Szatmár-Bereg;megye;242,2;23,1;265,3;154,6;419,9;33,3;63,2;8,7;57,7
Észak-Alföld;régió;640,4;47,2;687,6;407,2;1 094,8;81,7;62,8;6,9;58,5
Bács-Kiskun;megye;234,6;11,0;245,5;136,0;381,5;17,9;64,4;4,5;61,5
Békés;megye;152,8;7,2;160,1;90,9;251,0;12,0;63,8;4,5;60,9
Csongrád-Csanád;megye;185,4;4,8;190,2;112,1;302,3;10,2;62,9;2,5;61,3
Dél-Alföld;régió;572,8;23,0;595,8;339,0;934,8;40,1;63,7;3,9;61,3
Alföld és Észak;nagyrégió;1 700,0;91,9;1 791,9;1 078,5;2 870,4;182,1;62,4;5,1;59,2
Összesen;ország;4 606,8;173,0;4 779,8;2 631,6;7 411,4;336,7;64,5;3,6;62,2
2020. II. negyedév;;;;;;;;;;
Budapest;fõváros, régió;877,2;34,5;911,7;396,9;1 308,5;57,0;69,7;3,8;67,0
Pest;megye, régió;641,5;22,9;664,4;321,5;985,9;46,2;67,4;3,5;65,1
Közép-Magyarország;nagyrégió;1 518,7;57,4;1 576,1;718,4;2 294,5;103,2;68,7;3,6;66,2
Fejér;megye;205,7;6,8;212,5;110,6;323,1;14,4;65,8;3,2;63,7
Komárom-Esztergom;megye;141,7;6,6;148,3;83,7;232,0;14,7;63,9;4,5;61,1
Veszprém;megye;164,4;6,7;171,1;89,7;260,7;11,9;65,6;3,9;63,0
Közép-Dunántúl;régió;511,8;20,1;531,9;283,9;815,8;41,0;65,2;3,8;62,7
Gyõr-Moson-Sopron;megye;239,3;6,4;245,7;117,5;363,2;15,7;67,6;2,6;65,9
Vas;megye;122,0;3,9;125,9;71,3;197,2;8,7;63,8;3,1;61,8
Zala;megye;126,3;6,3;132,5;73,7;206,2;10,2;64,3;4,7;61,2
Nyugat-Dunántúl;régió;487,5;16,6;504,2;262,6;766,7;34,7;65,8;3,3;63,6
Baranya;megye;149,4;11,6;161,0;111,2;272,2;20,8;59,1;7,2;54,9
Somogy;megye;124,7;5,5;130,2;98,4;228,6;17,3;57,0;4,2;54,6
Tolna;megye;98,8;2,8;101,6;62,7;164,3;7,5;61,8;2,7;60,1
Dél-Dunántúl;régió;372,9;19,9;392,7;272,3;665,1;45,5;59,1;5,1;56,1
Dunántúl;nagyrégió;1 372,2;56,6;1 428,8;818,8;2 247,6;121,1;63,6;4,0;61,1
