"13.2.1.16. Az ipar belföldi értékesítésének volumenindexei alágak szerint, a 2015. év havi átlaga = 100,0%; szezonálisan és munkanappal kiigazítva, havonta";;;;;;;;;;;;;;;;;;
Év;Idõszak Kód;Bányászat, kõfejtés B;Élelmiszer, ital, dohány-termék gyártása CA;Textília, ruházat, bõr, és bõrtermék gyártása CB;Fafeldolgozás, papírtermék gyártása, nyomdai tevékenység CC;Kokszgyártás, kõolaj-feldolgozás CD;Vegyi anyag, termék gyártása CE;Gyógyszer-gyártás CF;Gumi-, mûanyag és nemfém ásványi termék gyártása CG;Fémalapanyag és fémfeldolgozási termék gyártása CH;Számítógép, elektronikai, optikai termék gyártása CI;Villamos berendezés gyártása CJ;Gép, gépi berendezés gyártása CK;Jármûgyártás CL;"Egyéb feldolgozóipar; ipari gép, berendezés üzembe helyezése, javítása CM";Feldolgozóipar C;"Villamosenergia-, 
gáz-, gõzellátás, légkondicionálás D";Ipar víz- és hulladék-gazdálkodás nélkül B+C+D
Havonta;;;;;;;;;;;;;;;;;;
2018.;január;176,5;106,5;122,1;119,7;105,2;75,3;110,3;146,1;122,5;144,6;105,6;130,0;119,6;115,5;113,4;93,5;105,4
;február;174,6;108,2;126,7;117,8;104,6;78,1;101,4;142,0;128,7;146,6;103,9;125,7;119,3;106,9;113,5;101,9;109,5
;március;154,5;105,1;119,9;119,9;102,9;77,5;109,6;129,4;126,7;165,1;103,5;126,5;118,6;124,2;112,6;108,5;111,4
;április;159,0;107,7;122,6;115,1;103,4;85,4;93,7;133,4;124,9;166,3;105,1;125,8;126,0;112,2;112,3;90,0;104,9
;május;165,6;111,5;133,0;122,0;100,4;83,3;107,4;145,3;128,4;165,9;107,8;122,3;119,7;124,2;115,5;87,8;106,9
;június;166,4;106,5;119,7;118,6;101,3;84,0;101,0;141,3;134,9;135,2;113,7;112,4;118,0;132,6;114,2;93,4;107,9
;július;184,0;107,2;110,8;120,7;98,6;76,2;113,6;143,3;128,4;147,8;115,0;115,5;90,1;130,3;111,0;93,3;105,9
;augusztus;186,8;111,2;111,3;119,9;106,7;72,1;106,4;143,7;126,4;170,7;114,3;128,3;112,8;121,2;115,5;102,8;112,1
;szeptember;202,1;108,0;109,9;117,8;102,2;73,8;111,2;148,3;130,4;147,8;112,7;120,1;100,7;128,9;114,0;95,7;108,1
;október;195,7;114,3;118,0;118,1;105,4;81,2;97,6;153,8;130,1;144,0;116,6;130,7;117,6;131,0;118,4;96,4;112,0
;november;183,7;110,9;126,7;121,3;102,8;83,3;99,1;151,3;132,6;181,2;126,0;128,4;118,2;140,6;118,9;94,8;111,0
;december;172,8;116,4;119,1;113,6;103,3;80,2;104,5;156,2;143,7;152,3;135,7;143,1;127,8;144,9;122,4;100,4;114,0
2019.;január;205,6;113,6;127,8;124,7;105,0;83,2;90,6;147,9;142,6;123,3;135,8;146,3;141,5;151,6;122,5;103,6;115,3
;február;284,6;110,7;115,6;126,6;95,4;83,8;97,5;155,2;140,4;142,1;143,4;159,4;135,1;154,7;121,8;100,4;114,4
;március;255,7;110,3;103,1;123,3;103,2;89,8;91,6;156,5;135,5;137,7;137,1;145,8;149,4;129,2;121,9;92,7;111,7
;április;265,1;115,5;119,2;122,6;103,2;91,7;96,0;155,5;139,1;149,8;141,4;154,3;141,9;140,4;123,5;95,0;114,2
;május;195,7;110,0;109,9;125,7;102,6;85,4;104,4;151,6;145,2;149,9;120,0;128,4;145,8;151,5;122,2;101,3;115,7
;június;216,8;110,8;117,0;117,5;100,8;91,9;103,8;151,7;131,0;141,9;120,1;146,7;151,9;142,7;120,5;94,0;112,1
;július;203,6;112,3;102,7;123,5;107,0;85,8;92,9;151,2;145,2;128,8;126,8;142,9;158,6;139,4;124,3;99,9;117,3
;augusztus;191,0;109,9;101,8;123,2;98,8;83,8;91,4;152,7;131,8;135,9;132,7;169,4;124,0;134,6;119,5;95,4;111,5
;szeptember;213,5;116,9;111,9;124,7;108,2;82,4;95,4;152,4;135,6;135,0;126,2;136,9;140,6;135,6;123,7;92,4;114,1
;október;202,2;114,0;110,6;126,1;103,7;80,0;108,5;162,1;134,0;130,1;147,4;136,6;140,4;138,8;123,4;96,6;115,0
;november;176,7;113,5;109,0;122,7;105,5;74,9;90,0;155,3;133,0;133,5;137,2;141,6;149,0;141,0;123,0;97,9;114,0
;december;175,7;110,9;103,3;126,1;100,9;80,2;109,0;150,1;121,2;117,0;140,6;159,9;162,5;146,8;122,8;100,0;114,8
2020.;január;169,1;118,1;116,0;114,4;101,7;81,3;108,4;144,5;125,0;122,5;148,9;139,3;145,9;129,7;119,9;103,1;113,9
;február;185,5;118,3;104,6;114,4;108,1;84,9;100,0;147,5;131,3;138,7;148,6;145,2;134,1;141,0;119,9;100,7;112,1
;március;171,0;118,8;110,2;114,6;97,5;79,6;114,3;142,8;125,0;133,7;129,3;127,5;103,1;122,2;114,2;98,3;108,8
;április;154,1;96,8;96,4;109,6;91,8;69,2;98,1;130,2;110,2;101,5;120,1;109,6;29,4;121,8;93,0;96,8;93,6
;május;164,2;102,3;99,3;101,7;96,2;66,8;86,9;125,6;107,5;93,5;114,4;114,6;75,5;112,1;98,0;100,0;97,8
;június;128,5;105,1;105,5;110,4;89,6;71,7;100,2;124,1;107,5;115,1;113,2;110,5;117,0;106,8;102,8;100,7;101,5
;július;130,1;111,6;110,1;110,3;95,8;80,5;102,0;133,8;111,8;128,0;133,9;119,0;124,0;117,8;110,3;103,0;107,5
;augusztus;128,8;111,6;111,0;114,6;99,3;81,5;101,0;129,0;113,0;119,6;122,6;120,2;152,6;130,5;114,5;100,6;109,3
;szeptember;140,6;112,3;105,2;118,2;95,2;80,9;96,4;134,1;121,0;147,2;178,7;129,7;147,9;126,5;117,9;105,3;113,7
;október;131,2;112,0;109,1;121,5;97,8;83,2;111,0;133,9;125,6;155,1;122,1;126,4;155,4;136,8;118,9;108,7;114,7
;november;140,3;110,2;99,6;119,4;100,4;80,2;109,2;135,5;126,0;143,7;149,2;126,1;135,8;125,5;117,0;113,0;115,6
;december;141,7;107,4;94,9;111,5;103,5;75,6;89,7;133,0;119,5;141,7;125,0;149,2;136,7;125,5;114,7;106,3;112,0
2021.;január;149,1;115,9;96,0;112,0;92,6;84,3;109,0;146,1;133,3;212,0;138,7;147,2;109,8;122,8;116,4;109,2;114,8
;február;156,3;116,7;100,0;125,3;97,6;82,0;112,5;147,2;142,5;160,9;146,1;127,9;130,2;125,4;120,4;111,9;117,9
;március;168,0;116,1;96,4;123,7;94,2;85,1;111,8;150,6;142,9;166,3;154,4;147,9;131,3;130,8;121,5;111,0;118,0
;április;160,4;111,8;107,3;130,6;108,6;82,4;112,6;149,4;139,2;168,0;150,9;129,3;117,2;137,8;118,6;111,9;115,2
;május;156,3;116,4;104,4;136,4;114,9;84,9;114,7;150,9;148,4;178,3;164,5;145,2;127,6;133,7;124,8;113,4;120,4
;június;163,7;115,2;110,2;130,0;119,2;80,3;101,1;154,5;151,9;204,7;157,8;164,7;121,6;130,2;126,0;114,1;122,0
;július;165,8;119,0;118,2;122,0;115,5;83,2;103,1;155,3;141,1;213,6;148,8;159,0;131,4;144,6;126,7;110,8;120,5
